City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Dali,CN,2021-09-22 22:29:56,25.7,100.1833,60.94,89,96,1.52
274,Diamantino,BR,2021-09-22 22:29:56,-14.4086,-56.4461,91.38,25,5,5.68
275,Pamantingan,PH,2021-09-22 22:29:56,6.7044,124.4589,69.94,95,52,1.54
276,Kahului,US,2021-09-22 22:29:57,20.8947,-156.47,87.82,43,20,23.02
277,Ginir,ET,2021-09-22 22:29:57,7.1333,40.7,64.62,66,93,5.44
278,Kidal,ML,2021-09-22 22:29:58,18.4411,1.4078,97.09,15,79,4.38
279,Port-Cartier,CA,2021-09-22 22:29:58,50.0334,-66.8654,62.92,81,96,2.66
280,Padang,ID,2021-09-22 22:29:59,-0.9492,100.3543,77.61,80,100,4.07
281,Panguna,PG,2021-09-22 22:29:59,-6.3164,155.4848,75.36,76,72,2.98
282,Maswa,TZ,2021-09-22 22:29:59,-2.6833,33.9833,75.45,43,100,6.26
283,Ancud,CL,2021-09-22 22:28:20,-41.8697,-73.8203,53.42,85,99,14.38
284,Timra,SE,2021-09-22 22:30:00,62.487,17.3257,53.67,89,90,8.05
285,Mount Darwin,ZW,2021-09-22 22:30:00,-16.7725,31.5838,61.84,74,4,8.39
286,Taltal,CL,2021-09-22 22:30:00,-25.4,-70.4833,62.71,64,1,7.14
287,Baker City,US,2021-09-22 22:30:01,44.7749,-117.8344,74.16,35,20,10.36
288,Yaan,NG,2021-09-22 22:30:01,7.3833,8.5667,71.13,97,100,2.33
289,Pitimbu,BR,2021-09-22 22:30:01,-7.4706,-34.8086,79.39,83,14,10.8
290,Shenjiamen,CN,2021-09-22 22:30:02,29.9576,122.298,77.56,85,0,7.16
291,Diplo,PK,2021-09-22 22:30:03,24.4667,69.584,83.73,72,93,13.56
292,Vila Franca Do Campo,PT,2021-09-22 22:30:04,37.7167,-25.4333,68.41,77,17,8.19
293,Namibe,AO,2021-09-22 22:29:33,-15.1961,12.1522,62.96,86,17,2.44
294,Juneau,US,2021-09-22 22:29:13,58.3019,-134.4197,48.25,93,90,12.66
295,Port Lincoln,AU,2021-09-22 22:29:22,-34.7333,135.8667,50.88,79,1,10.29
296,Bambous Virieux,MU,2021-09-22 22:30:04,-20.3428,57.7575,70.21,78,40,11.5
297,Roald,NO,2021-09-22 22:30:05,62.5833,6.1333,54.34,62,20,13.8
298,Los Llanos De Aridane,ES,2021-09-22 22:26:02,28.6585,-17.9182,71.35,83,75,10.36
299,Huesca,ES,2021-09-22 22:30:05,42.1362,-0.4087,64.09,82,0,1.14
300,Nelson,NZ,2021-09-22 22:25:05,-41.2833,173.2833,54.45,98,100,7.0
301,Bihoro,JP,2021-09-22 22:30:06,43.8228,144.1044,67.55,88,100,2.93
302,Eureka,US,2021-09-22 22:27:56,40.8021,-124.1637,69.13,71,98,5.01
303,Bowen,AU,2021-09-22 22:30:06,-20.0167,148.2333,64.62,58,83,12.28
304,Amboasary,MG,2021-09-22 22:30:06,-25.0333,46.3833,69.64,81,100,7.56
305,Alihe,CN,2021-09-22 22:30:07,50.5667,123.7167,45.21,78,9,0.74
306,Sorong,ID,2021-09-22 22:27:55,-0.8833,131.25,77.95,84,71,4.68
307,Vao,NC,2021-09-22 22:30:07,-22.6667,167.4833,68.9,63,67,20.47
308,Amambai,BR,2021-09-22 22:30:08,-23.1042,-55.2258,79.66,46,90,5.7
309,Savalou,BJ,2021-09-22 22:30:08,7.9281,1.9756,71.83,95,100,2.04
310,Chancay,PE,2021-09-22 22:30:08,-11.5714,-77.2672,62.56,87,99,8.37
311,Balkhash,KZ,2021-09-22 22:30:09,46.844,74.9804,49.57,36,11,7.74
312,Teguldet,RU,2021-09-22 22:30:09,57.3064,88.1667,27.19,95,80,1.97
313,Preobrazheniye,RU,2021-09-22 22:30:09,42.9019,133.9064,61.66,90,97,12.68
314,Valtice,CZ,2021-09-22 22:30:10,48.7407,16.755,54.01,87,86,4.18
315,Gizo,SB,2021-09-22 22:30:10,-8.103,156.8419,80.31,76,100,5.75
316,Cachoeiras De Macacu,BR,2021-09-22 22:30:10,-22.4625,-42.6531,67.48,85,82,2.24
317,Remanso,BR,2021-09-22 22:30:11,-9.6179,-42.0831,84.99,29,100,6.2
318,Kyabram,AU,2021-09-22 22:30:11,-36.3167,145.05,48.87,76,8,8.01
319,Kuybysheve,UA,2021-09-22 22:30:11,47.358,36.6491,48.07,71,100,1.34
320,Khatanga,RU,2021-09-22 22:30:12,71.9667,102.5,34.34,99,100,5.91
321,Shimoda,JP,2021-09-22 22:30:12,34.6667,138.95,79.29,81,69,13.69
322,Papar,MY,2021-09-22 22:30:13,5.7333,115.9333,75.2,84,90,3.74
323,Kathu,TH,2021-09-22 22:30:13,7.9178,98.3332,76.82,83,95,8.95
324,La Libertad,EC,2021-09-22 22:30:14,-2.2333,-80.9,76.66,73,20,10.36
325,Pisco,PE,2021-09-22 22:29:14,-13.7,-76.2167,66.25,68,0,20.71
326,Dibulla,CO,2021-09-22 22:30:14,11.2725,-73.3091,80.69,86,100,1.99
327,Yumen,CN,2021-09-22 22:30:14,40.2833,97.2,56.84,33,37,12.1
328,Cherskiy,RU,2021-09-22 22:30:15,68.75,161.3,31.17,87,100,5.17
329,Korla,CN,2021-09-22 22:30:15,41.7597,86.1469,65.52,31,52,13.29
330,Kalmunai,LK,2021-09-22 22:30:15,7.4167,81.8167,79.07,83,98,5.66
331,Hit,IQ,2021-09-22 22:30:16,33.6416,42.8251,82.94,22,0,6.26
332,Zverinogolovskoye,RU,2021-09-22 22:30:16,54.4586,64.8542,40.55,73,98,6.15
333,Limon,CR,2021-09-22 22:30:16,10.0,-83.0333,82.29,78,75,6.91
334,Batagay,RU,2021-09-22 22:30:16,67.6333,134.6333,39.22,68,99,2.98
335,Tilichiki,RU,2021-09-22 22:30:17,60.4667,166.1,44.49,87,100,3.33
336,Linxia,CN,2021-09-22 22:30:17,35.6003,103.2064,52.43,67,17,4.83
337,Labuhan,ID,2021-09-22 22:30:18,-6.8844,112.2051,79.03,80,94,8.55
338,Republic,US,2021-09-22 22:30:18,37.12,-93.4802,72.28,45,1,3.0
339,Vila,PT,2021-09-22 22:30:18,42.0304,-8.1588,53.33,82,39,4.92
340,Upington,ZA,2021-09-22 22:30:18,-28.4478,21.2561,64.78,16,1,5.75
341,Dothan,US,2021-09-22 22:25:58,31.2232,-85.3905,81.77,71,20,1.99
342,Vardo,NO,2021-09-22 22:30:19,70.3705,31.1107,46.6,75,100,26.37
343,Nhulunbuy,AU,2021-09-22 22:30:19,-12.2333,136.7667,79.41,50,90,13.8
344,Khanpur,PK,2021-09-22 22:30:20,28.6453,70.6567,86.79,58,48,7.36
345,Nyaunglebin,MM,2021-09-22 22:30:20,17.95,96.7333,74.62,96,100,2.42
346,Progreso,MX,2021-09-22 22:30:20,21.2833,-89.6667,87.91,73,100,12.26
347,Port Blair,IN,2021-09-22 22:30:21,11.6667,92.75,79.92,79,100,11.9
348,Ilulissat,GL,2021-09-22 22:30:21,69.2167,-51.1,28.42,50,75,4.61
349,Myitkyina,MM,2021-09-22 22:30:22,25.3833,97.4,74.28,83,99,1.74
350,Bonavista,CA,2021-09-22 22:30:22,48.6499,-53.1147,66.2,72,100,6.98
351,La Asuncion,VE,2021-09-22 22:30:22,11.0333,-63.8628,89.33,58,33,12.66
352,Santander,ES,2021-09-22 22:30:23,43.4647,-3.8044,63.46,91,1,1.01
353,Sampit,ID,2021-09-22 22:30:23,-2.5333,112.95,72.7,95,71,2.37
354,Tabas,IR,2021-09-22 22:30:23,33.5959,56.9244,79.59,14,2,3.69
355,Huanuco,PE,2021-09-22 22:30:24,-9.9329,-76.2415,62.73,80,99,2.59
356,Wuwei,CN,2021-09-22 22:30:24,37.9281,102.6414,62.29,42,15,3.98
357,Hasaki,JP,2021-09-22 22:30:25,35.7333,140.8333,77.4,79,91,11.25
358,Makakilo City,US,2021-09-22 22:30:25,21.3469,-158.0858,84.52,53,40,14.97
359,Tymovskoye,RU,2021-09-22 22:30:25,50.8456,142.655,47.59,82,11,6.26
360,Mount Gambier,AU,2021-09-22 22:30:26,-37.8333,140.7667,53.51,87,75,12.66
361,Kanniyakumari,IN,2021-09-22 22:30:26,8.0833,77.5667,79.3,84,98,18.41
362,Ravar,IR,2021-09-22 22:30:26,31.2656,56.8055,74.41,16,62,1.48
363,Purranque,CL,2021-09-22 22:30:27,-40.9167,-73.1667,55.06,92,93,2.19
364,Bereda,ES,2021-09-22 22:30:27,43.2686,-7.5406,59.92,99,37,6.64
365,Cabedelo,BR,2021-09-22 22:30:27,-6.9811,-34.8339,79.47,82,21,10.42
366,Fairbanks,US,2021-09-22 22:25:33,64.8378,-147.7164,39.09,68,40,1.14
367,Deputatskiy,RU,2021-09-22 22:30:28,69.3,139.9,31.35,75,41,1.72
368,Dosso,NE,2021-09-22 22:30:28,13.049,3.1937,77.86,79,97,12.41
369,Ulladulla,AU,2021-09-22 22:30:28,-35.35,150.4667,60.1,50,6,4.5
370,Tromso,NO,2021-09-22 22:29:41,69.6496,18.957,51.82,62,0,18.41
371,Puerto Baquerizo Moreno,EC,2021-09-22 22:30:29,-0.9,-89.6,72.59,83,40,14.97
372,Bathsheba,BB,2021-09-22 22:30:29,13.2167,-59.5167,83.01,74,20,11.5
373,Honiara,SB,2021-09-22 22:30:29,-9.4333,159.95,84.47,66,41,2.82
374,Salalah,OM,2021-09-22 22:30:30,17.0151,54.0924,80.69,89,0,2.3
375,Fatezh,RU,2021-09-22 22:30:30,52.0891,35.8632,46.38,96,99,5.68
376,Palm Beach,US,2021-09-22 22:30:30,26.6503,-80.4498,82.38,74,54,5.55
377,Balkanabat,TM,2021-09-22 22:30:31,39.5108,54.3671,77.83,12,0,17.54
378,Jijiga,ET,2021-09-22 22:30:31,9.35,42.8,65.23,74,58,4.81
379,Mahibadhoo,MV,2021-09-22 22:30:31,3.7833,72.9667,82.8,75,99,13.96
380,Naze,JP,2021-09-22 22:29:18,28.3667,129.4833,74.32,70,1,7.56
381,Noumea,NC,2021-09-22 22:30:08,-22.2763,166.4572,71.58,64,74,10.45
382,Kawhia,NZ,2021-09-22 22:30:32,-38.0651,174.8183,62.15,93,100,14.38
383,Poum,NC,2021-09-22 22:30:32,-20.2333,164.0167,71.42,64,50,20.74
384,Fukue,JP,2021-09-22 22:30:33,32.6881,128.8419,77.99,80,39,10.27
385,Nouadhibou,MR,2021-09-22 22:30:33,20.931,-17.0347,69.78,83,0,16.11
386,Katherine,AU,2021-09-22 22:30:33,-14.4667,132.2667,59.32,21,0,5.75
387,Ugoofaaru,MV,2021-09-22 22:30:34,5.6667,73.0,83.16,76,80,16.53
388,Saint-Augustin,CA,2021-09-22 22:30:34,51.226,-58.6502,58.12,82,62,13.33
389,Severo-Kurilsk,RU,2021-09-22 22:30:34,50.6789,156.125,48.16,95,100,10.18
390,Kautokeino,NO,2021-09-22 22:30:35,69.0125,23.0412,42.76,97,100,24.32
391,Lamu,KE,2021-09-22 22:30:35,-2.2717,40.902,75.94,86,22,15.61
392,Vilhena,BR,2021-09-22 22:30:35,-12.7406,-60.1458,84.09,28,26,3.38
393,Boguchany,RU,2021-09-22 22:30:36,58.3814,97.4531,29.08,97,76,2.46
394,Honningsvag,NO,2021-09-22 22:30:36,70.9821,25.9704,47.73,85,97,21.43
395,Butajira,ET,2021-09-22 22:30:37,8.1167,38.3667,57.18,85,50,2.01
396,Grenfell,AU,2021-09-22 22:30:37,-33.9,148.1667,51.93,77,3,3.98
397,Marzuq,YE,2021-09-22 22:30:37,14.4,46.4667,77.58,55,56,1.12
398,Estelle,US,2021-09-22 22:30:37,29.8458,-90.1067,81.03,48,75,5.99
399,Lapeer,US,2021-09-22 22:30:38,43.0514,-83.3188,55.35,94,90,13.8
400,Camacha,PT,2021-09-22 22:30:38,33.0833,-16.3333,68.76,73,40,11.5
401,Arona,ES,2021-09-22 22:30:38,28.0996,-16.681,67.32,70,40,13.8
402,Lac Du Bonnet,CA,2021-09-22 22:30:39,50.2536,-96.0612,71.62,27,5,9.26
403,Chongwe,ZM,2021-09-22 22:30:39,-15.3292,28.682,65.84,50,5,10.71
404,Sobolevo,RU,2021-09-22 22:30:39,54.4299,31.8996,38.46,96,100,2.24
405,Nome,US,2021-09-22 22:30:40,64.5011,-165.4064,39.16,56,75,5.75
406,Avera,US,2021-09-22 22:30:40,33.194,-82.5271,75.25,81,32,14.27
407,Charters Towers,AU,2021-09-22 22:30:40,-20.1,146.2667,66.13,45,34,16.02
408,North Platte,US,2021-09-22 22:30:41,41.1239,-100.7654,82.02,21,1,5.01
409,Ossora,RU,2021-09-22 22:30:41,59.2353,163.0719,48.6,85,100,5.3
410,Dingle,PH,2021-09-22 22:30:41,10.9995,122.6711,77.99,88,91,3.65
411,Peniche,PT,2021-09-22 22:30:42,39.3558,-9.3811,71.08,66,56,11.45
412,Anadyr,RU,2021-09-22 22:30:42,64.75,177.4833,34.3,69,75,11.18
413,Saint-Leu,RE,2021-09-22 22:30:42,-21.15,55.2833,67.03,69,29,2.8
414,San Patricio,US,2021-09-22 22:30:42,28.017,-97.5169,88.52,22,22,11.36
415,Shache,CN,2021-09-22 22:30:43,38.4167,77.2406,67.77,19,24,5.86
416,Hay River,CA,2021-09-22 22:30:43,60.8156,-115.7999,51.76,87,75,9.22
417,Guerrero Negro,MX,2021-09-22 22:29:45,27.9769,-114.0611,82.85,57,92,12.24
418,Ola,RU,2021-09-22 22:30:44,59.5833,151.2833,47.89,72,98,4.29
419,Baruun-Urt,MN,2021-09-22 22:30:44,46.6806,113.2792,54.79,61,66,6.62
420,Medicine Hat,CA,2021-09-22 22:30:14,50.0501,-110.6683,80.17,24,17,5.99
421,Kenora,CA,2021-09-22 22:30:16,49.8167,-94.4337,68.97,42,20,11.5
422,Ust-Maya,RU,2021-09-22 22:30:45,60.4167,134.5333,41.11,70,18,2.57
423,Marawi,PH,2021-09-22 22:30:45,7.9986,124.2928,70.43,91,34,1.5
424,Boende,CD,2021-09-22 22:30:45,-0.2167,20.8667,72.07,98,67,2.66
425,Lahaina,US,2021-09-22 22:26:23,20.8783,-156.6825,87.8,59,46,10.25
426,Hobyo,SO,2021-09-22 22:30:46,5.3505,48.5268,77.09,89,91,24.25
427,Matara,LK,2021-09-22 22:30:46,5.9485,80.5353,77.68,89,87,7.94
428,Saurimo,AO,2021-09-22 22:30:46,-9.6608,20.3916,66.65,21,45,1.41
429,Shitkino,RU,2021-09-22 22:30:47,56.3703,98.3543,35.62,97,100,2.82
430,Rock Sound,BS,2021-09-22 22:30:47,24.9,-76.2,83.48,71,95,5.17
431,Harper,LR,2021-09-22 22:30:47,4.375,-7.7169,77.49,87,69,6.8
432,Verkhnevilyuysk,RU,2021-09-22 22:30:48,63.4453,120.3167,37.26,95,75,5.1
433,Belomorsk,RU,2021-09-22 22:30:48,64.5232,34.7668,35.02,91,0,4.74
434,Sitka,US,2021-09-22 22:29:42,57.0531,-135.33,51.69,58,75,4.61
435,Sao Mateus,BR,2021-09-22 22:30:49,-18.7161,-39.8589,70.75,59,42,13.49
436,Skjervoy,NO,2021-09-22 22:30:49,70.0311,20.9714,49.51,87,100,1.14
437,Buala,SB,2021-09-22 22:30:49,-8.145,159.5921,83.93,68,69,4.09
438,Berbera,SO,2021-09-22 22:30:50,10.4396,45.0143,89.78,58,85,3.65
439,Araouane,ML,2021-09-22 22:30:50,18.9048,-3.5265,96.26,9,2,6.6
440,Zarand,IR,2021-09-22 22:30:50,30.8127,56.564,73.11,18,61,5.03
441,Sosnogorsk,RU,2021-09-22 22:30:51,63.6023,53.8817,41.36,92,72,1.1
442,Salinas,US,2021-09-22 22:30:51,36.6777,-121.6555,92.21,54,1,14.97
443,Svetlogorsk,BY,2021-09-22 22:30:51,52.6333,29.7333,41.31,96,100,6.33
444,Bairiki,KI,2021-09-22 22:30:52,1.3292,172.9752,86.0,62,40,12.66
445,Saint-Francois,FR,2021-09-22 22:30:52,46.4154,3.9054,51.24,100,0,1.14
446,Sanski Most,BA,2021-09-22 22:30:52,44.7653,16.6656,56.68,88,99,2.53
447,Ilinskiy,RU,2021-09-22 22:30:53,55.619,38.1182,46.11,93,90,2.24
448,Cortez,US,2021-09-22 22:30:32,37.3489,-108.5859,81.68,13,1,4.61
449,Caraballeda,VE,2021-09-22 22:30:53,10.6112,-66.8522,87.87,70,98,8.05
450,Adamas,GR,2021-09-22 22:30:53,36.7333,24.4333,71.02,70,7,11.81
451,Wilmington,US,2021-09-22 22:30:54,34.2257,-77.9447,78.94,86,40,9.22
452,Kawalu,ID,2021-09-22 22:30:54,-7.3817,108.2082,71.73,95,92,1.59
453,Hiriyur,IN,2021-09-22 22:30:55,13.9456,76.6192,71.67,84,100,11.12
454,Balfour,ZA,2021-09-22 22:30:55,-26.6633,28.5902,54.81,58,21,9.62
455,San Miguel,SV,2021-09-22 22:30:55,13.4833,-88.1833,81.91,85,7,3.36
456,Carutapera,BR,2021-09-22 22:30:56,-1.195,-46.02,79.97,78,59,10.51
457,Kloulklubed,PW,2021-09-22 22:30:56,7.0419,134.2556,77.5,73,100,5.97
458,Mutata,CO,2021-09-22 22:30:56,7.2441,-76.4356,75.15,97,97,1.95
459,Kirkenes,NO,2021-09-22 22:30:56,69.7271,30.0458,46.62,61,0,23.02
460,Romita,MX,2021-09-22 22:30:57,20.8667,-101.5167,79.43,38,75,8.05
461,Tessalit,ML,2021-09-22 22:30:58,20.1986,1.0114,92.61,11,64,8.48
462,Moerai,PF,2021-09-22 22:30:58,-22.4333,-151.3333,73.29,71,7,10.94
463,Disna,BY,2021-09-22 22:30:58,55.568,28.1971,40.3,96,100,6.35
464,Melilla,ES,2021-09-22 22:30:59,35.2937,-2.9383,73.6,86,47,12.64
465,Malinovoye Ozero,RU,2021-09-22 22:30:59,51.6753,79.7825,39.13,64,100,2.64
466,Port Shepstone,ZA,2021-09-22 22:30:59,-30.7414,30.455,61.2,77,14,17.98
467,Nuuk,GL,2021-09-22 22:31:00,64.1835,-51.7216,32.61,64,20,6.91
468,Cangzhou,CN,2021-09-22 22:31:00,38.3167,116.8667,65.95,79,100,6.13
469,Livingston,GB,2021-09-22 22:29:29,55.9029,-3.5226,57.13,90,90,11.5
470,Santiago,CL,2021-09-22 22:26:11,-33.4569,-70.6483,67.44,34,0,8.05
471,Aksarka,RU,2021-09-22 22:31:01,66.5606,67.7975,35.85,89,96,4.18
472,Conceicao Do Araguaia,BR,2021-09-22 22:31:01,-8.2578,-49.2647,90.07,21,31,3.78
473,Wakema,MM,2021-09-22 22:31:01,16.6,95.1833,74.62,96,100,7.25
474,Ariquemes,BR,2021-09-22 22:31:02,-9.9133,-63.0408,90.59,28,44,2.13
475,Binay,PH,2021-09-22 22:31:02,13.5028,122.5975,79.79,83,100,1.01
476,Yarovoye,RU,2021-09-22 22:31:02,52.9273,78.58,38.43,75,97,2.46
477,Mumbwa,ZM,2021-09-22 22:31:03,-14.9783,27.0619,67.77,33,6,9.08
478,Kemijarvi,FI,2021-09-22 22:31:03,66.7131,27.4306,39.07,76,100,9.57
479,Shebunino,RU,2021-09-22 22:31:04,46.4339,141.8603,54.36,92,100,13.85
480,Maceio,BR,2021-09-22 22:31:04,-9.6658,-35.7353,80.04,89,0,8.05
481,Xichang,CN,2021-09-22 22:31:04,27.8964,102.2634,62.91,94,81,0.6
482,Bow Island,CA,2021-09-22 22:31:05,49.8668,-111.3684,78.82,21,9,12.66
483,Wakkanai,JP,2021-09-22 22:31:05,45.4094,141.6739,58.57,93,99,22.68
484,Oranjemund,NA,2021-09-22 22:31:06,-28.55,16.4333,60.03,68,54,10.76
485,Oudtshoorn,ZA,2021-09-22 22:31:06,-33.5907,22.2014,52.16,26,99,5.59
486,Cap Malheureux,MU,2021-09-22 22:31:06,-19.9842,57.6142,70.47,71,18,5.99
487,Seoul,KR,2021-09-22 22:31:07,37.5683,126.9778,67.44,72,20,4.61
488,Lompoc,US,2021-09-22 22:31:07,34.6391,-120.4579,91.54,65,1,9.22
489,Garowe,SO,2021-09-22 22:31:07,8.4054,48.4845,76.23,65,4,23.8
490,Quatre Cocos,MU,2021-09-22 22:31:08,-20.2078,57.7625,70.09,77,51,12.08
491,Tahoua,NE,2021-09-22 22:31:08,14.8888,5.2692,79.88,63,100,18.86
492,Vredendal,ZA,2021-09-22 22:31:08,-31.6683,18.5012,65.93,20,42,4.34
493,Mabaruma,GY,2021-09-22 22:31:09,8.2,-59.7833,77.95,84,64,4.21
494,Dong Hoi,VN,2021-09-22 22:31:09,17.4833,106.6,77.79,88,36,4.25
495,Sheffield,GB,2021-09-22 22:26:30,53.383,-1.4659,60.1,81,36,1.99
496,Marshall,US,2021-09-22 22:31:09,34.3834,-86.3333,72.09,59,40,1.99
497,Monrovia,LR,2021-09-22 22:31:10,6.3005,-10.7969,77.5,87,100,6.13
498,Banjar,ID,2021-09-22 22:31:10,-8.19,114.9675,78.66,85,94,3.42
499,Praia,CV,2021-09-22 22:31:10,14.9215,-23.5087,79.34,83,0,12.66
500,Fuling,CN,2021-09-22 22:31:11,29.7022,107.3919,74.71,81,62,3.51
501,Kaka,TM,2021-09-22 22:31:11,37.3482,59.6143,70.0,18,0,7.81
502,Atambua,ID,2021-09-22 22:30:40,-9.1061,124.8925,75.47,59,86,5.79
503,Hofn,IS,2021-09-22 22:31:11,64.2539,-15.2082,41.54,56,23,13.51
504,Mendoza,AR,2021-09-22 22:31:12,-32.8908,-68.8272,71.13,35,20,8.05
505,Sibut,CF,2021-09-22 22:31:12,5.718,19.0739,68.61,98,62,3.4
506,Sterling,US,2021-09-22 22:26:22,39.0062,-77.4286,75.49,94,75,5.01
507,Bombay,IN,2021-09-22 22:29:08,19.0144,72.8479,78.78,100,75,3.44
508,Muravlenko,RU,2021-09-22 22:31:13,63.7898,74.523,34.41,98,100,11.32
509,Badlapur,IN,2021-09-22 22:31:13,19.15,73.2667,78.6,93,89,2.33
510,Saint-Joseph,RE,2021-09-22 22:30:16,-21.3667,55.6167,66.56,80,34,9.19
511,Canto Do Buriti,BR,2021-09-22 22:31:14,-8.11,-42.9444,87.26,21,79,3.04
512,Iisalmi,FI,2021-09-22 22:31:14,63.5592,27.1907,37.42,94,100,5.23
513,Severnyy,RU,2021-09-22 22:31:15,50.677,36.5532,44.64,100,90,2.24
514,Ostersund,SE,2021-09-22 22:31:15,63.1792,14.6357,46.85,93,90,10.36
515,Sao Joao Da Barra,BR,2021-09-22 22:31:15,-21.6403,-41.0511,67.55,58,15,20.76
516,Ulaangom,MN,2021-09-22 22:31:16,49.9811,92.0667,38.07,59,13,4.74
517,Rosarito,MX,2021-09-22 22:31:16,32.3333,-117.0333,100.42,51,0,13.67
518,Muros,ES,2021-09-22 22:31:16,42.7762,-9.0603,64.24,72,1,13.73
519,Puerto Gaitan,CO,2021-09-22 22:31:17,4.3133,-72.0816,78.4,84,99,2.66
520,Grindavik,IS,2021-09-22 22:31:17,63.8424,-22.4338,41.47,75,75,8.05
521,Kotido,UG,2021-09-22 22:31:17,2.9806,34.1331,70.39,72,25,3.15
522,Tambopata,PE,2021-09-22 22:31:18,-12.7333,-69.1833,84.09,65,0,1.14
523,Brigantine,US,2021-09-22 22:31:18,39.4101,-74.3646,78.33,87,40,12.66
524,Verdun,FR,2021-09-22 22:28:03,49.25,5.3333,55.2,87,68,4.25
525,Boca Do Acre,BR,2021-09-22 22:31:18,-8.7522,-67.3978,83.82,51,89,2.91
526,Houston,US,2021-09-22 22:30:14,29.7633,-95.3633,86.09,34,1,5.01
527,Warri,NG,2021-09-22 22:30:11,5.5167,5.75,74.95,93,100,1.34
528,Nanchong,CN,2021-09-22 22:31:19,30.7951,106.0847,73.45,88,86,6.22
529,Mlowo,TZ,2021-09-22 22:31:19,-9.0,32.9833,63.5,52,6,11.97
530,Beyneu,KZ,2021-09-22 22:31:20,45.3167,55.2,61.47,43,94,17.85
531,Sawtell,AU,2021-09-22 22:31:20,-30.3833,153.1,63.19,65,0,5.75
532,Loa Janan,ID,2021-09-22 22:31:20,-0.583,117.095,73.98,90,80,0.58
533,Carayao,PY,2021-09-22 22:31:21,-25.1833,-56.4,74.89,52,50,5.41
534,Port Hardy,CA,2021-09-22 22:31:21,50.6996,-127.4199,59.18,67,20,11.5
535,Muroto,JP,2021-09-22 22:29:54,33.2833,134.15,66.24,70,0,2.84
536,Yanam,IN,2021-09-22 22:31:23,16.7333,82.2167,76.8,89,100,3.51
537,Suntar,RU,2021-09-22 22:31:23,62.1444,117.6319,35.87,92,79,3.69
538,Kamenka,RU,2021-09-22 22:29:06,51.3223,42.7678,45.54,83,73,5.75
539,Porto Novo,BJ,2021-09-22 22:31:23,6.4965,2.6036,75.02,91,100,1.52
540,Broken Hill,AU,2021-09-22 22:31:24,-31.95,141.4333,56.91,54,0,6.91
541,Moa,CU,2021-09-22 22:31:24,20.6569,-74.9403,81.0,85,100,6.73
542,Chalchihuites,MX,2021-09-22 22:31:24,23.4833,-103.8833,64.69,66,97,11.65
543,Shimanovsk,RU,2021-09-22 22:31:25,52.0,127.7,43.74,61,5,4.94
544,Novo Aripuana,BR,2021-09-22 22:31:25,-5.1206,-60.3797,79.32,71,100,2.19
545,Binzhou,CN,2021-09-22 22:31:25,37.3667,118.0167,67.35,76,100,7.36
546,Zhigansk,RU,2021-09-22 22:31:26,66.7697,123.3711,40.33,95,100,16.02
547,Goba,ET,2021-09-22 22:31:26,7.0167,39.9833,47.84,89,8,5.82
